timestamp,vibration_level,temperature_C,pressure_PSI,flow_rate_m3h,failure
2024-01-07 02:00:00,0.515,71.603,82.852,40.312,0
2024-01-07 03:00:00,0.53,55.537,116.221,45.401,0
2024-01-07 04:00:00,0.622,67.458,106.091,48.324,0
2024-01-07 05:00:00,0.834,78.142,74.695,41.389,0
2024-01-07 06:00:00,0.525,81.089,74.31,59.649,0
2024-01-07 07:00:00,0.626,76.057,125.596,64.835,0
2024-01-07 08:00:00,0.251,68.935,106.681,53.686,0
2024-01-07 09:00:00,0.798,84.023,105.596,51.79,0
2024-01-07 10:00:00,0.707,58.476,87.839,56.607,0
2024-01-07 11:00:00,0.768,69.651,91.458,45.028,0
2024-01-07 12:00:00,0.662,85.277,130.546,43.693,1
2024-01-07 13:00:00,0.679,71.395,72.075,40.986,0
2024-01-07 14:00:00,0.384,77.479,128.29,57.014,1
2024-01-07 15:00:00,0.313,67.124,83.925,58.489,0
2024-01-07 16:00:00,0.424,65.69,130.323,44.108,1
2024-01-07 17:00:00,0.337,62.106,100.91,56.964,0
2024-01-07 18:00:00,0.209,70.015,108.49,57.303,0
2024-01-07 19:00:00,0.423,81.431,88.087,59.862,0
2024-01-07 20:00:00,0.846,73.51,118.074,46.262,0
2024-01-07 21:00:00,0.461,60.424,112.383,44.004,0
2024-01-07 22:00:00,0.861,61.127,125.584,64.736,0
2024-01-07 23:00:00,0.728,83.146,103.737,40.467,0
2024-01-08 00:00:00,0.535,64.196,110.686,65.83,0
2024-01-08 01:00:00,0.614,66.885,137.378,52.338,0
2024-01-08 02:00:00,0.414,75.061,98.226,54.783,0
2024-01-08 03:00:00,0.536,81.123,70.899,56.391,0
2024-01-08 04:00:00,0.604,61.281,118.697,52.482,0
2024-01-08 05:00:00,0.269,74.874,113.671,44.176,0
2024-01-08 06:00:00,0.41,78.417,70.82,46.983,0
2024-01-08 07:00:00,0.505,73.771,90.893,37.774,1
2024-01-08 08:00:00,0.372,70.659,82.37,61.644,0
2024-01-08 09:00:00,0.218,62.318,114.744,43.376,0
2024-01-08 10:00:00,0.492,62.285,121.48,55.621,1
2024-01-08 11:00:00,0.528,76.904,92.363,58.889,0
2024-01-08 12:00:00,0.218,64.721,104.638,58.26,0
2024-01-08 13:00:00,0.855,79.098,87.642,55.916,0
2024-01-08 14:00:00,0.625,66.917,126.894,61.172,0
2024-01-08 15:00:00,0.584,57.901,101.925,58.089,0
2024-01-08 16:00:00,0.221,78.126,80.289,50.287,0
2024-01-08 17:00:00,0.845,55.614,96.116,44.702,0
2024-01-08 18:00:00,0.602,74.855,137.845,53.325,0
2024-01-08 19:00:00,0.176,67.543,74.944,54.906,0
2024-01-08 20:00:00,0.403,73.075,89.108,60.397,0
2024-01-08 21:00:00,0.406,62.232,129.57,54.052,1
2024-01-08 22:00:00,0.208,65.188,76.624,50.477,0
2024-01-08 23:00:00,0.59,66.495,84.151,47.561,0
2024-01-09 00:00:00,0.637,68.797,120.207,56.388,0
2024-01-09 01:00:00,0.614,81.915,92.645,44.77,0
2024-01-09 02:00:00,0.778,57.168,129.297,60.597,0
2024-01-09 03:00:00,0.861,64.932,94.558,37.392,1
2024-01-09 04:00:00,0.71,59.102,137.394,40.094,1
2024-01-09 05:00:00,0.534,76.07,74.393,66.097,0
2024-01-09 06:00:00,0.415,58.634,132.393,54.015,1
2024-01-09 07:00:00,0.621,65.465,108.27,55.194,0
2024-01-09 08:00:00,0.237,62.097,103.727,48.976,0
2024-01-09 09:00:00,0.331,78.698,80.876,51.152,0
2024-01-09 10:00:00,0.615,77.2,80.674,62.424,0
2024-01-09 11:00:00,0.598,73.712,87.221,59.41,0
2024-01-09 12:00:00,0.602,67.805,110.51,42.424,0
2024-01-09 13:00:00,0.651,82.113,95.866,40.454,0
2024-01-09 14:00:00,0.555,59.464,81.929,61.851,0
2024-01-09 15:00:00,0.184,80.348,69.812,42.749,0
2024-01-09 16:00:00,0.479,67.095,80.041,44.121,0
2024-01-09 17:00:00,0.723,68.301,89.086,50.906,0
2024-01-09 18:00:00,0.176,82.457,130.495,64.283,1
2024-01-09 19:00:00,0.495,78.676,119.164,63.698,1
2024-01-09 20:00:00,0.735,77.196,138.193,62.716,0
2024-01-09 21:00:00,0.525,82.572,126.269,48.449,0
2024-01-09 22:00:00,0.645,75.585,73.365,54.251,0
2024-01-09 23:00:00,0.773,62.238,135.184,50.819,0
2024-01-10 00:00:00,0.692,62.899,79.58,62.088,0
2024-01-10 01:00:00,0.704,58.494,103.573,60.328,0
2024-01-10 02:00:00,0.245,81.237,74.417,35.441,1
2024-01-10 03:00:00,0.312,79.955,87.61,63.874,0
2024-01-10 04:00:00,0.753,84.347,84.529,47.435,0
2024-01-10 05:00:00,0.64,67.67,82.903,42.024,0
2024-01-10 06:00:00,0.401,55.524,83.232,47.796,0
2024-01-10 07:00:00,0.361,56.713,80.245,59.614,0
2024-01-10 08:00:00,0.227,68.651,98.744,49.119,0
2024-01-10 09:00:00,0.511,69.149,81.106,59.462,0
2024-01-10 10:00:00,0.577,80.401,86.037,39.694,1
2024-01-10 11:00:00,0.269,60.187,129.573,58.951,1
2024-01-10 12:00:00,0.611,62.556,71.15,59.147,0
2024-01-10 13:00:00,0.854,77.67,122.375,56.835,0
2024-01-10 14:00:00,0.836,69.281,107.875,54.956,0
2024-01-10 15:00:00,0.757,61.868,84.21,64.001,0
2024-01-10 16:00:00,0.679,61.807,121.072,59.306,0
2024-01-10 17:00:00,0.188,68.075,133.048,57.829,1
2024-01-10 18:00:00,0.59,85.087,73.093,60.14,0
2024-01-10 19:00:00,0.338,64.064,73.056,52.904,0
2024-01-10 20:00:00,0.61,65.957,79.093,54.925,0
2024-01-10 21:00:00,0.39,74.066,99.043,45.828,0
2024-01-10 22:00:00,0.384,73.128,87.298,38.071,1
2024-01-10 23:00:00,0.208,81.427,95.773,60.354,0
2024-01-11 00:00:00,0.885,71.704,74.182,44.72,0
2024-01-11 01:00:00,0.401,70.086,108.669,66.138,0
2024-01-11 02:00:00,0.67,68.774,98.444,60.033,0
2024-01-11 03:00:00,0.466,84.4,88.024,62.338,0
2024-01-11 04:00:00,0.45,70.324,125.912,40.451,1
2024-01-11 05:00:00,0.79,67.155,125.169,63.009,0
2024-01-11 06:00:00,0.641,70.831,122.291,44.489,1
2024-01-11 07:00:00,0.386,64.637,122.362,54.56,1
2024-01-11 08:00:00,0.31,61.303,82.649,57.509,0
2024-01-11 09:00:00,0.738,84.216,72.068,51.776,0
2024-01-11 10:00:00,0.859,59.989,74.174,48.223,0
2024-01-11 11:00:00,0.697,71.609,115.7,61.314,0
2024-01-11 12:00:00,0.855,69.497,97.572,58.163,0
2024-01-11 13:00:00,0.44,79.64,116.626,42.04,0
2024-01-11 14:00:00,0.734,60.509,105.307,65.672,0
2024-01-11 15:00:00,0.242,67.769,113.29,64.33,0
2024-01-11 16:00:00,0.74,67.578,101.427,57.938,0
2024-01-11 17:00:00,0.457,58.625,103.822,38.88,1
2024-01-11 18:00:00,0.363,71.716,129.976,39.516,1
2024-01-11 19:00:00,0.26,76.59,85.767,61.788,0
2024-01-11 20:00:00,0.236,61.408,115.409,41.512,0
2024-01-11 21:00:00,0.234,82.122,91.908,51.924,0
2024-01-11 22:00:00,0.179,66.119,112.786,49.607,0
2024-01-11 23:00:00,0.553,85.369,102.279,40.153,0
2024-01-12 00:00:00,0.225,74.86,99.956,65.711,0
2024-01-12 01:00:00,0.429,85.633,116.702,44.733,0
2024-01-12 02:00:00,0.703,70.79,132.507,54.914,0
2024-01-12 03:00:00,0.847,77.365,124.575,61.228,0
2024-01-12 04:00:00,0.208,61.66,130.21,49.109,1
2024-01-12 05:00:00,0.362,59.851,127.612,65.759,1
2024-01-12 06:00:00,0.538,63.331,123.902,59.429,0
2024-01-12 07:00:00,0.802,56.105,120.427,64.027,0
2024-01-12 08:00:00,0.437,78.498,84.259,64.423,0
2024-01-12 09:00:00,0.723,59.593,81.283,59.489,0
2024-01-12 10:00:00,0.438,58.227,122.677,40.786,1
2024-01-12 11:00:00,0.748,71.921,120.197,66.032,0
2024-01-12 12:00:00,0.412,64.734,133.098,51.4,1
2024-01-12 13:00:00,0.699,57.526,110.001,47.171,0
2024-01-12 14:00:00,0.537,80.366,70.729,54.815,0
2024-01-12 15:00:00,0.582,62.681,80.06,65.557,0
2024-01-12 16:00:00,0.365,74.445,131.501,65.859,1
2024-01-12 17:00:00,0.586,59.902,126.307,41.254,1
2024-01-12 18:00:00,0.476,69.432,125.892,48.228,1
2024-01-12 19:00:00,0.512,84.91,81.089,51.803,0
2024-01-12 20:00:00,0.879,77.961,83.478,55.083,0
2024-01-12 21:00:00,0.231,81.194,137.324,59.673,1
2024-01-12 22:00:00,0.627,72.764,83.701,35.547,1
2024-01-12 23:00:00,0.785,57.473,118.658,49.245,0
2024-01-13 00:00:00,0.426,69.268,99.477,57.412,0
2024-01-13 01:00:00,0.695,71.985,92.737,48.515,0
2024-01-13 02:00:00,0.61,62.015,123.548,46.928,0
2024-01-13 03:00:00,0.381,59.803,84.324,57.257,0
2024-01-13 04:00:00,0.69,64.142,74.069,38.932,1
2024-01-13 05:00:00,0.751,73.792,114.25,66.022,0
2024-01-13 06:00:00,0.398,65.058,107.922,64.053,0
2024-01-13 07:00:00,0.595,66.478,89.973,50.023,0
2024-01-13 08:00:00,0.384,58.018,129.584,48.567,1
2024-01-13 09:00:00,0.298,65.023,75.296,65.896,0
2024-01-13 10:00:00,0.605,55.946,102.152,55.14,0
2024-01-13 11:00:00,0.772,58.084,121.632,52.777,0
2024-01-13 12:00:00,0.194,59.506,74.713,60.999,0
2024-01-13 13:00:00,0.838,69.035,102.761,40.268,0
2024-01-13 14:00:00,0.417,62.081,90.832,63.018,0
2024-01-13 15:00:00,0.192,68.505,105.718,36.412,1
2024-01-13 16:00:00,0.497,62.702,79.186,50.887,0
2024-01-13 17:00:00,0.18,75.552,118.154,64.643,0
2024-01-13 18:00:00,0.184,73.785,121.015,42.065,1
2024-01-13 19:00:00,0.672,62.022,98.819,40.532,0
2024-01-13 20:00:00,0.721,82.004,126.969,58.001,0
2024-01-13 21:00:00,0.561,57.027,73.492,57.498,0
2024-01-13 22:00:00,0.61,64.057,118.311,43.68,0
2024-01-13 23:00:00,0.546,75.207,92.499,49.4,0
2024-01-14 00:00:00,0.61,65.023,119.803,51.854,0
2024-01-14 01:00:00,0.818,70.649,108.504,35.469,1
2024-01-14 02:00:00,0.468,66.204,91.407,50.956,0
2024-01-14 03:00:00,0.251,58.526,120.478,42.34,1
2024-01-14 04:00:00,0.701,61.37,91.15,37.469,1
2024-01-14 05:00:00,0.861,76.888,117.374,35.939,1
2024-01-14 06:00:00,0.281,81.627,70.307,46.736,0
2024-01-14 07:00:00,0.211,71.777,118.804,37.845,1
2024-01-14 08:00:00,0.206,66.617,77.78,62.845,0
2024-01-14 09:00:00,0.2,78.607,70.111,42.258,0
2024-01-14 10:00:00,0.669,66.794,122.08,35.856,1
2024-01-14 11:00:00,0.482,79.956,123.206,46.235,1
2024-01-14 12:00:00,0.725,75.16,126.038,46.941,0
2024-01-14 13:00:00,0.491,82.854,121.327,58.121,1
2024-01-14 14:00:00,0.419,70.826,75.872,63.133,0
2024-01-14 15:00:00,0.629,67.24,100.975,63.554,0
2024-01-14 16:00:00,0.71,65.135,103.069,55.414,0
2024-01-14 17:00:00,0.854,65.584,93.243,62.325,0
2024-01-14 18:00:00,0.345,77.989,113.992,55.686,0
2024-01-14 19:00:00,0.617,85.908,119.6,49.42,0
2024-01-14 20:00:00,0.697,56.952,96.429,47.9,0
2024-01-14 21:00:00,0.451,77.543,76.863,63.499,0
2024-01-14 22:00:00,0.179,75.093,134.951,39.58,1
2024-01-14 23:00:00,0.531,60.91,120.702,39.04,1
2024-01-15 00:00:00,0.531,60.251,117.774,42.893,0
2024-01-15 01:00:00,0.852,57.606,110.409,41.456,0
2024-01-15 02:00:00,0.561,55.809,117.388,50.747,0
2024-01-15 03:00:00,0.698,57.04,75.64,44.834,0
2024-01-15 04:00:00,0.668,58.594,94.812,48.305,0
2024-01-15 05:00:00,0.702,78.327,139.019,47.297,0
2024-01-15 06:00:00,0.741,80.254,120.944,39.414,1
2024-01-15 07:00:00,0.855,63.095,128.952,36.855,1
2024-01-15 08:00:00,0.723,64.916,89.377,40.238,0
2024-01-15 09:00:00,0.804,57.981,88.346,58.514,0
2024-01-15 10:00:00,0.472,64.222,84.777,48.535,0
2024-01-15 11:00:00,0.293,82.72,136.128,59.615,1
2024-01-15 12:00:00,0.411,79.889,97.996,35.963,1
2024-01-15 13:00:00,0.832,74.057,110.958,64.579,0
2024-01-15 14:00:00,0.753,80.656,73.539,61.826,0
2024-01-15 15:00:00,0.21,56.081,116.966,51.342,0
2024-01-15 16:00:00,0.357,83.29,81.564,39.495,1
2024-01-15 17:00:00,0.586,76.837,133.411,55.769,0
2024-01-15 18:00:00,0.309,58.099,98.666,63.315,0
2024-01-15 19:00:00,0.184,63.244,86.539,52.931,0
2024-01-15 20:00:00,0.517,57.121,135.552,60.128,0
2024-01-15 21:00:00,0.596,60.838,132.511,45.458,1
2024-01-15 22:00:00,0.332,55.399,128.381,56.014,1
2024-01-15 23:00:00,0.402,58.863,126.576,44.81,1
2024-01-16 00:00:00,0.271,56.857,120.094,54.065,1
2024-01-16 01:00:00,0.59,55.736,107.45,59.219,0
2024-01-16 02:00:00,0.66,76.061,95.013,40.041,1
2024-01-16 03:00:00,0.498,65.456,115.344,61.634,0
2024-01-16 04:00:00,0.81,75.047,82.31,47.469,0
2024-01-16 05:00:00,0.725,58.458,135.68,60.299,0
2024-01-16 06:00:00,0.517,79.571,86.681,62.302,0
2024-01-16 07:00:00,0.685,59.176,127.474,45.659,1
2024-01-16 08:00:00,0.787,81.554,70.884,54.672,0
2024-01-16 09:00:00,0.756,76.696,137.104,46.027,1
2024-01-16 10:00:00,0.747,77.586,79.39,64.565,0
2024-01-16 11:00:00,0.418,75.406,92.606,65.318,0
2024-01-16 12:00:00,0.187,75.926,108.354,62.66,0
2024-01-16 13:00:00,0.349,67.771,101.794,62.348,0
2024-01-16 14:00:00,0.21,80.832,119.946,61.649,1
2024-01-16 15:00:00,0.785,68.613,86.273,43.406,0
2024-01-16 16:00:00,0.624,71.414,93.796,41.122,0
2024-01-16 17:00:00,0.883,56.733,108.231,52.084,0
2024-01-16 18:00:00,0.589,61.023,102.957,62.763,0
2024-01-16 19:00:00,0.364,67.334,137.63,51.422,1
2024-01-16 20:00:00,0.57,62.688,137.735,38.183,1
2024-01-16 21:00:00,0.577,69.772,128.663,66.199,0
2024-01-16 22:00:00,0.842,83.474,104.438,44.902,0
2024-01-16 23:00:00,0.398,83.87,94.789,38.301,1
2024-01-17 00:00:00,0.183,79.914,129.908,60.28,1
2024-01-17 01:00:00,0.394,76.611,96.895,66.031,0
2024-01-17 02:00:00,0.398,76.743,111.604,40.283,0
2024-01-17 03:00:00,0.477,84.23,97.725,40.464,0
2024-01-17 04:00:00,0.882,76.233,73.709,48.347,0
2024-01-17 05:00:00,0.476,78.029,124.148,35.767,1
2024-01-17 06:00:00,0.483,74.581,75.714,38.063,1
2024-01-17 07:00:00,0.87,81.475,89.243,42.011,0
2024-01-17 08:00:00,0.617,73.719,79.361,50.519,0
2024-01-17 09:00:00,0.533,66.81,112.816,46.44,0
2024-01-17 10:00:00,0.281,76.214,70.258,61.163,0
2024-01-17 11:00:00,0.825,57.797,104.428,42.204,0
2024-01-17 12:00:00,0.443,62.139,71.083,42.056,0
2024-01-17 13:00:00,0.231,69.207,107.653,55.447,0
2024-01-17 14:00:00,0.372,74.228,115.965,57.556,0
2024-01-17 15:00:00,0.444,55.419,118.682,62.589,1
2024-01-17 16:00:00,0.28,67.041,113.585,35.805,1
2024-01-17 17:00:00,0.364,78.815,138.48,48.795,1
2024-01-17 18:00:00,0.278,76.8,86.571,46.296,0
2024-01-17 19:00:00,0.351,74.353,112.593,64.034,0
2024-01-17 20:00:00,0.63,56.968,111.484,41.03,0
2024-01-17 21:00:00,0.359,83.627,79.021,62.043,0
2024-01-17 22:00:00,0.739,80.064,72.263,36.468,1
2024-01-17 23:00:00,0.299,56.185,103.234,37.201,1
2024-01-18 00:00:00,0.355,55.502,107.648,43.615,0
2024-01-18 01:00:00,0.802,75.683,119.745,43.074,1
2024-01-18 02:00:00,0.419,63.242,100.282,62.221,0
2024-01-18 03:00:00,0.664,79.121,80.592,45.215,0
2024-01-18 04:00:00,0.437,69.254,96.387,60.974,0
2024-01-18 05:00:00,0.387,63.537,134.559,45.419,1
2024-01-18 06:00:00,0.342,73.236,134.371,52.115,1
2024-01-18 07:00:00,0.641,67.868,76.135,59.76,0
2024-01-18 08:00:00,0.179,85.646,115.707,50.962,0
2024-01-18 09:00:00,0.408,56.675,116.388,44.001,0
2024-01-18 10:00:00,0.223,62.05,75.344,41.037,0
2024-01-18 11:00:00,0.255,60.848,93.544,38.906,1
2024-01-18 12:00:00,0.775,72.779,130.208,45.106,1
2024-01-18 13:00:00,0.869,73.903,110.639,48.679,0
2024-01-18 14:00:00,0.768,85.507,130.029,43.393,1
2024-01-18 15:00:00,0.58,61.604,121.774,45.363,1
2024-01-18 16:00:00,0.547,64.156,88.492,42.282,0
2024-01-18 17:00:00,0.667,82.981,76.673,60.388,0
2024-01-18 18:00:00,0.466,59.426,100.349,47.991,0
2024-01-18 19:00:00,0.214,72.036,128.764,59.031,1
2024-01-18 20:00:00,0.631,65.418,109.124,55.762,0
2024-01-18 21:00:00,0.798,66.141,123.127,61.859,0
2024-01-18 22:00:00,0.551,61.618,109.218,51.829,0
2024-01-18 23:00:00,0.32,75.215,130.691,56.901,1
2024-01-19 00:00:00,0.343,81.91,130.27,43.308,1
2024-01-19 01:00:00,0.193,67.496,131.929,44.971,1
2024-01-19 02:00:00,0.625,74.806,126.588,60.442,0
2024-01-19 03:00:00,0.623,57.792,104.289,41.281,0
2024-01-19 04:00:00,0.817,58.124,78.95,39.686,1
2024-01-19 05:00:00,0.444,77.058,76.707,60.645,0
2024-01-19 06:00:00,0.881,73.155,103.01,36.862,1
2024-01-19 07:00:00,0.361,77.638,75.1,57.272,0
2024-01-19 08:00:00,0.556,76.284,72.262,50.995,0
2024-01-19 09:00:00,0.426,82.361,76.691,60.044,0
2024-01-19 10:00:00,0.786,61.842,88.775,35.54,1
2024-01-19 11:00:00,0.581,68.455,132.948,47.683,0
2024-01-19 12:00:00,0.201,80.225,123.697,65.298,1
2024-01-19 13:00:00,0.638,83.427,105.998,35.902,1
2024-01-19 14:00:00,0.338,74.792,131.189,60.419,1
2024-01-19 15:00:00,0.457,62.312,73.431,41.122,0
2024-01-19 16:00:00,0.76,56.628,112.486,60.812,0
